"Source Name","BLAKE3 Hash Digest","SIMD Tier","Threads Used","Execution Time (s)","Throughput (MB/s)","File Size (bytes)","Data Source"
f0151472.png,"cc837c734c95d7ef9741c7c1b0ff6ae07d47b7b57265b95148ffa6598726c94c",AVX-512,12,0.000874,1.564,1433,2011-10-19-Sample.E01
f0151480.h,"e6462151b5630ae1a77e8830c1d8378ee9e88d6ef2d2463388edfd2b733f39b7",AVX-512,12,0.000308,2.747,888,2011-10-19-Sample.E01
f0151456.jpg,"f38bbe31d19725939621d6aa809d4fa18ce31dea1111f1220e096feb5232722e",AVX-512,12,0.000228,7.405,1768,2011-10-19-Sample.E01
f0151464.jpg,"59718862410b2cfe559c67fc04283ee763f8eeb2a9f458a6ce4ec8b8ffafd2f8",AVX-512,12,0.000269,7.024,1979,2011-10-19-Sample.E01
f0151448.jpg,"4593841a706efc7fa5ee14d73d782431c21ca334022f464722df101592f2afaa",AVX-512,12,0.000304,5.298,1691,2011-10-19-Sample.E01
f0151392.jpg,"14d569155d318544235ee5810995bf5a29bc09395ebc52007c450ace631d151d",AVX-512,12,0.000369,73.69,28528,2011-10-19-Sample.E01
f0151344.jpg,"72b802e38c92b9115d81324e90119cb1de14d2c6e3b2e07d833f9306c3696d60",AVX-512,12,0.000274,80.589,23171,2011-10-19-Sample.E01
f0151296.jpg,"5b5918a3248fa45e0a8eecfee4da957f60c0766113d4a11065d92722ffd3c75a",AVX-512,12,0.000238,96.791,24145,2011-10-19-Sample.E01
f0151288.jpg,"e23393c50710247b1ea11763177b5a35397c10900631f8f6a5238e674948c61e",AVX-512,12,0.000261,6.15,1685,2011-10-19-Sample.E01
f0151280.gif,"885fc7223ca40b91960da53d10c1e11a14ca69276e255e5923b8da233e558dc0",AVX-512,12,0.000276,12.326,3562,2011-10-19-Sample.E01
f0151272.gif,"b7c189e5b4460fdb7a869315b1edb9d7c5d2a032bd4ee3a434f85fcb3618c9aa",AVX-512,12,0.000329,5.761,1985,2011-10-19-Sample.E01
f0151256.h,"f8a9d1023ef8d5745dec731412cd17baa8991687e38cea95601ed61b0f570de4",AVX-512,12,0.000388,18.781,7633,2011-10-19-Sample.E01
f0151192.png,"de73acf9b0051f044240a75edcd5eb6441379cfc8190c74c06daaa13b9f638ed",AVX-512,12,0.000242,116.622,29569,2011-10-19-Sample.E01
f0151176_GLOCK.html,"be251e044572f26f4dfbce0325f3272865212072d9207c9f939e5bd4513bf566",AVX-512,12,0.000255,30.357,8117,2011-10-19-Sample.E01
f0151160.gif,"681d6277fd7c7329b614a8ca52868fbc09fbef2d54b66c96206890200281aac7",AVX-512,12,0.000264,22.82,6310,2011-10-19-Sample.E01
f0151136.png,"ae751375596a6d0489d8f917d87c6288bb29e09173736e0c7f8a70b2c37c0995",AVX-512,12,0.000248,35.063,9107,2011-10-19-Sample.E01
f0151120.jpg,"4e63287f3ecc8acea59bfe01a497d900630959a32e7fab15c89944d4633619ca",AVX-512,12,0.000261,17.98,4915,2011-10-19-Sample.E01
f0151096.jpg,"e86e0e1e7125b96640818a7f55cf94b68e2dee7d47dbc7dbbd280e0c2d842ef3",AVX-512,12,0.000256,37.119,9968,2011-10-19-Sample.E01
f0151080.jpg,"df2a4d45a0ef6f526f6d54b5220f4fe34d2ad210bfddb084312466a81fbef385",AVX-512,12,0.000272,16.021,4561,2011-10-19-Sample.E01
f0151056.jpg,"b2661b9e4ea88177a04ae3ee5e1a60bea67111838b5a9bc224eb91f6a8601195",AVX-512,12,0.000235,42.881,10571,2011-10-19-Sample.E01
f0151032.jpg,"ba893b2b5539f9e644e1a7df8f443a8029c5e25a2f2d3aaaad78be6e86800256",AVX-512,12,0.000236,40.255,9966,2011-10-19-Sample.E01
f0151008.jpg,"b9333e50d0b2937b8edda77192c6c2c427314e36c38824620e18bdff9ea04ecb",AVX-512,12,0.000288,36.099,10913,2011-10-19-Sample.E01
f0150984.jpg,"4b82a885dd3fc67e7f8aa0c4506601a239198b670b5a314fc450718e4daf0aa6",AVX-512,12,0.000265,34.851,9695,2011-10-19-Sample.E01
f0150976.jpg,"1d46136fa613854716ddf3b7c73d578f3c861b65b7cfa1aacb0a643e6ad121af",AVX-512,12,0.000241,6.754,1706,2011-10-19-Sample.E01
f0150968.jpg,"0a5c86e8cb8fb0b50aa656b8a29a2ecbd48d0c4930dd03b220040f47eaef09d5",AVX-512,12,0.000251,6.416,1690,2011-10-19-Sample.E01
f0150816.gif,"a74b420c995458bb0cd279eefc82934d592190bb63013b7168eab3fbb12ae78e",AVX-512,12,0.000225,2.49,588,2011-10-19-Sample.E01
f0150792.h,"87fb7a99198e1bb83ce8b7de0751db2f3c1441a456e7642a3ecf7a3f06485d9e",AVX-512,12,0.000298,32.203,10066,2011-10-19-Sample.E01
f0150784.jpg,"59fc20769e4f05c71b0c3896eb048fb4b7172d82a041c0af8b1237099cd4f6e6",AVX-512,12,0.000217,8.627,1964,2011-10-19-Sample.E01
f0150776.jpg,"59fc20769e4f05c71b0c3896eb048fb4b7172d82a041c0af8b1237099cd4f6e6",AVX-512,12,0.000261,7.165,1964,2011-10-19-Sample.E01
f0150768.jpg,"7ad3509b231cbb84694f37101d3b4430c6ea4e5c90673af5f70e3a17a43e3576",AVX-512,12,0.000254,7.973,2126,2011-10-19-Sample.E01
f0150736.gif,"b0495e3e10f51fc3298561c05cae8365c0b501cd434db95a9c8aadfdae624d9d",AVX-512,12,0.000307,2.547,820,2011-10-19-Sample.E01
f0150744.txt,"d11d3195c867eedf0effc3fc79aae33063fb6456ffedc8a111dc759afff94498",AVX-512,12,0.000435,21.7,9905,2011-10-19-Sample.E01
f0150672.swc,"0979c3fccf6fe0913201edbfc8281494256199a18088537f2e23c31dc4311149",AVX-512,12,0.000715,43.682,32768,2011-10-19-Sample.E01
f0150648.jpg,"b93795d9d838d259e1bed682991fd3b128866feecca9de4e699a9cf903c7ccb5",AVX-512,12,0.000472,21.941,10857,2011-10-19-Sample.E01
f0150632.gif,"ed5d0cc6d48e27db55e9efdd5543039717cae912702d25077dab7deff0c47a25",AVX-512,12,0.000224,3.237,760,2011-10-19-Sample.E01
f0150640.gif,"35de915585b7878febd10ac52ab70c579b6125528e9227e31c25f6898277f4ab",AVX-512,12,0.000228,3.123,748,2011-10-19-Sample.E01
"f0150560_Istanbul_Map_Google_map_of_Istanbul_Turkey.html","1c225b1a2224c1223824deecf75a52924e4dc4bf88628f27991ab8cab81e1ed0",AVX-512,12,0.000924,36.371,35224,2011-10-19-Sample.E01
"f0150152_Istanbul_Province_Istanbul_Turkey_to_Hamburg_Germany_Google_Maps.html","f88c906a4fd981cb9adb4e2a19ff3d48d5e5f91c9cf2ae7e7e2de1f4b18f0e2a",AVX-512,12,0.000734,270.281,207966,2011-10-19-Sample.E01
f0150144.txt,"eb47073d3f72144e729f1057aa909f417d695291dbb9cf06296c08ea83e92d23",AVX-512,12,0.00056,3.12,1832,2011-10-19-Sample.E01
f0149504.txt,"09aef30bf6a1ae79e474445581c02ce66e75ee17ca6e5c6aa749409b36fe19b6",AVX-512,12,0.00219,141.174,324189,2011-10-19-Sample.E01
f0149464.txt,"75a1acfd7d738aed166f072ed25fc409371c5d18247672e20ae5d54be70d993e",AVX-512,12,0.000359,39.58,14887,2011-10-19-Sample.E01
f0149432.png,"9d12405413b9d812f408ca25cdaa310381c9d8566fb8e07437d300f972e09470",AVX-512,12,0.000414,20.29,8804,2011-10-19-Sample.E01
f0149424.txt,"876ca25138c41d7b7a125e7c2ff166f8a84d26ce0ff1abca0695a18d2fa50f7e",AVX-512,12,0.000302,4.001,1267,2011-10-19-Sample.E01
f0148800.jpg,"a0223f137c5ff3492efb4eef962376597642159adaef88d78296e066480fca61",AVX-512,12,0.000229,7.019,1687,2011-10-19-Sample.E01
f0148720.png,"5fffbe35e7792353af132a17144dc232c1ef75c8b406e1460a3630dc59591b06",AVX-512,12,0.000999,37.588,39390,2011-10-19-Sample.E01
f0148672.png,"c32f99bafe7813fbb08572c11fc527d4c1f6a251e4e4688b73193d222872ea83",AVX-512,12,0.000466,47.655,23301,2011-10-19-Sample.E01
f0148592.png,"aa962021c0e6408cc554e4f41609c6c03d26d8f2a322a9bbce2cfc366b1c0aab",AVX-512,12,0.001268,29.544,39278,2011-10-19-Sample.E01
f0148496.png,"7c62f5b6f949449d6c13518bb05d519846fbdc56b2b1428ab89fda57039d2bfd",AVX-512,12,0.000913,49.109,47030,2011-10-19-Sample.E01
f0148448.png,"40cd29a1a1ada69039d1f7a874509e1c52f202b2685c4bac5df74141d4417457",AVX-512,12,0.000502,45.833,24116,2011-10-19-Sample.E01
f0148408.png,"91e904868f07c427c186d5bfda0e690df700fb7c07883dbc20eab3fd56f7b892",AVX-512,12,0.000845,22.991,20366,2011-10-19-Sample.E01
f0148384.png,"c7b128998e194725037e9872176e04cc3af7517aab063c9b20ab5495f31f0044",AVX-512,12,0.000259,38.431,10433,2011-10-19-Sample.E01
f0148296.png,"373681f82e948f01fcdfc962ea02c46df875429baa91f645b138c1fc67fda69a",AVX-512,12,0.001005,40.382,42547,2011-10-19-Sample.E01
f0148280.png,"d2bcb641a97de02dc086514726ce405aa605a932efbfeff84d34b253e0f381e7",AVX-512,12,0.000493,5.051,2613,2011-10-19-Sample.E01
f0148288.png,"0d4078e3411c5cc55270fbfa8540c3f6017aca9da106fdfb43b2af27ebc87817",AVX-512,12,0.00056,2.631,1545,2011-10-19-Sample.E01
f0148232.png,"d585a964b077b4241b61e93c0ddff2e73f08427cc53e273db1712cfb324cf924",AVX-512,12,0.00027,70.839,20078,2011-10-19-Sample.E01
f0148272.png,"ac87549838446fc91248b1b6d62a96ef5b18e92abbf3b4b37dd4892177d24b3c",AVX-512,12,0.000664,2.016,1404,2011-10-19-Sample.E01
f0148152.png,"238e46f9f57f2b4cf78267ad482006c957da98e96d52d63d10f4878aa3856d78",AVX-512,12,0.000478,21.974,11007,2011-10-19-Sample.E01
f0148176.png,"85330f9a42fa14575ec1d12a8f682bdad5d2cd1bce72c4e7fe5be7169b23c198",AVX-512,12,0.000658,39.882,27521,2011-10-19-Sample.E01
f0148072.png,"ba90132c20bf03dbcdda93bf8df6092fa64a9c4e2438bb7826c25d348196d662",AVX-512,12,0.000408,46.935,20055,2011-10-19-Sample.E01
f0148112.png,"3fc7a13629b35a1abd80b662502da02457af3eb99e5fc17d8e05b5ac702657bf",AVX-512,12,0.000262,69.141,18995,2011-10-19-Sample.E01
f0148016.png,"890e6adddd8307ad7c6e754474b776faa701e573635e51529b7e8d7101f9bf0a",AVX-512,12,0.000264,89.454,24735,2011-10-19-Sample.E01
f0147984.png,"d95b5a86b4ecb9c0d3471eb51b836f7510667fa75c1bdd474579a0872b7f980f",AVX-512,12,0.000277,55.722,16179,2011-10-19-Sample.E01
f0147928.png,"e6b18910a6b92d821a2a7a26ee480f9bf9f00e852c9799499191477d3043c890",AVX-512,12,0.000479,51.764,26005,2011-10-19-Sample.E01
f0147880.png,"4d8bb2df56ea820e2c91989350216425b69c9cdbfb1881a6843c6887d9cfce3a",AVX-512,12,0.000439,51.328,23606,2011-10-19-Sample.E01
f0147856.png,"1bc00efc5c623440b9de7880871ac7b9bc874028f8e4c381f2cb6094a370c476",AVX-512,12,0.00069,11.801,8537,2011-10-19-Sample.E01
f0147784.png,"5b51312e061ae3932f23cbc05631306e4258a2dea22ade195607863761efb179",AVX-512,12,0.00089,39.283,36664,2011-10-19-Sample.E01
f0147648.png,"c85927ce58906bcefe6fdc4440a6c5844e2b994bca8270d185700f540976d655",AVX-512,12,0.000257,4.212,1135,2011-10-19-Sample.E01
f0147640.png,"5cdd96de5408586ca37b07c5234b4c17b725052b909dbc70edf2501accd4f35d",AVX-512,12,0.000258,2.679,726,2011-10-19-Sample.E01
f0147632.png,"a63999b32b58b5b733aa38a6c9d832654adf9b30ce8a4be7c9a85aae10020180",AVX-512,12,0.000392,4.597,1890,2011-10-19-Sample.E01
f0147544.png,"a531f97895a9e70e3e864c07bfc70bfea9203deb6da1306122dca8fff3f10071",AVX-512,12,0.001024,40.221,43187,2011-10-19-Sample.E01
f0147464.png,"b78b464f2569b5417422e9663ee8253305a84fc2ae02ab82bfd0ad6147c0a3b3",AVX-512,12,0.000993,36.711,38213,2011-10-19-Sample.E01
f0147416.png,"0daf2c57d6c115c2ca89c07ac8f5bdb8fe8fb9619f0a2cbfa25c0643f7d64448",AVX-512,12,0.00021,98.467,21631,2011-10-19-Sample.E01
f0147368.png,"22d0b1164bf5eb0d9ed625994b4cc1f0e4cf0deb04bd174fa6faeb0776261c07",AVX-512,12,0.000478,46.909,23507,2011-10-19-Sample.E01
f0147360.png,"622baad52e96c66408ed70e38da553525563f71cdee07294352fe7311cdb52d5",AVX-512,12,0.000265,12.344,3425,2011-10-19-Sample.E01
f0147312.png,"915dd4e731f346e88066847a833fe499e2bcef6483a02a09e138338b95c93e62",AVX-512,12,0.000532,43.029,23990,2011-10-19-Sample.E01
f0147264.png,"e0a4bf40b1a13ee9e44a1c38fd38f9516eec5fd1f67b533a9d7cc8c0f2fdce25",AVX-512,12,0.000274,75.206,21639,2011-10-19-Sample.E01
f0147216.png,"7894ed94c4c71c72176df2cbc8137df8abe16d99e6c43a898e4644390bcb19d8",AVX-512,12,0.000249,86.893,22651,2011-10-19-Sample.E01
f0147208.png,"34dee541768f2f11b6e1fda46a6d2632d751e292a24e77a92682afbd67c0d5cf",AVX-512,12,0.000264,2.483,688,2011-10-19-Sample.E01
f0147176.png,"8be02a36cc0181873e1b9c59350f7f691258627712ec6a7ac210b6d6e8e5176b",AVX-512,12,0.000232,64.568,15721,2011-10-19-Sample.E01
f0147096.png,"2b986ab58ff7df30a38a89ea83cde5472c99103623259728ec60408e5a693269",AVX-512,12,0.000766,50.258,40357,2011-10-19-Sample.E01
f0147024.png,"adb9603418502c53a75f594995ae761b7b9e596901eef75a6a7909957aab6d3b",AVX-512,12,0.001045,33.193,36386,2011-10-19-Sample.E01
f0146992.png,"7bf7354adc65734e13bb63e9d78e3d343fab27708a556bb35766822d4a78cf41",AVX-512,12,0.000349,38.333,14040,2011-10-19-Sample.E01
f0146920.png,"99b86bf41732fb30a07355f79a83ddef7c2d867ffa67b52793109583c32203c9",AVX-512,12,0.001205,26.377,33317,2011-10-19-Sample.E01
f0146880.png,"1ed608c860ca2382fd604c1abacef8fceab0cd5649704a12fe6e6d50fdcecbc5",AVX-512,12,0.000299,53.541,16764,2011-10-19-Sample.E01
f0146864.png,"2adb98287a8b46da4e7dbee4b4bf5fb5afa87d60f378dc25f8cdbd8e1c62e84f",AVX-512,12,0.000267,28.232,7913,2011-10-19-Sample.E01
f0146800.png,"71f0b8d4a87cf3a759f84427bd4e4701cd008e8b3cf666a9bf74bc1bc9cb17e7",AVX-512,12,0.000296,96.64,29995,2011-10-19-Sample.E01
f0146728.png,"31d6cb2356572e46cf06736ad327c77118e2388d92632724ccbed83bd4bb02ab",AVX-512,12,0.000953,35.018,34990,2011-10-19-Sample.E01
f0146696.png,"52f7d5871845a2227ad9d565798d9c7dbfdc6615df7dc217d7a16d3992d9429f",AVX-512,12,0.000251,49.686,13077,2011-10-19-Sample.E01
f0146632.png,"24095551c06858ee19b5c30061d3cafa462eed43f3c1baad30c9d88dc79c8f10",AVX-512,12,0.000345,80.022,28974,2011-10-19-Sample.E01
f0146600.png,"0e12bcb92f6bd1ff059e396e3391e640c2669dc89f053b3ffaaf1913d987e36f",AVX-512,12,0.000227,68.649,16333,2011-10-19-Sample.E01
f0146536.png,"a605fc422b6def9c858f1203df729c0c6a8caa3219ecb8deac64db1342eccf7e",AVX-512,12,0.000362,75.528,28701,2011-10-19-Sample.E01
f0146472.png,"51cf7926af543b480fbaf7301daec13ee81b80c9bd81082952466e008fb2ec32",AVX-512,12,0.00043,67.813,30562,2011-10-19-Sample.E01
f0146432.png,"b30345f63ee52301ffa50166dde0f405a495bb9e806206590434fd23a862cdb1",AVX-512,12,0.000647,28.422,19294,2011-10-19-Sample.E01
f0146408.png,"5f2aaebdb8267d5b7d58fbb9af0a4a86361852be75c68261c5e3fd2d7085a3ac",AVX-512,12,0.000223,49.339,11532,2011-10-19-Sample.E01
f0146352.png,"cd04ccfb8aae2c16a4767fe9503c0d6ca714248fcc73316885dea69c283ed472",AVX-512,12,0.000246,110.949,28631,2011-10-19-Sample.E01
f0146320.png,"833cc4eac7c566cbda007cd4fec49f6e90b71eda332017a18cecfca19d97bced",AVX-512,12,0.000358,36.395,13651,2011-10-19-Sample.E01
f0146296.png,"1b1171793afc98277df62bffce83066b6cf4850415e2bdf2787a51622c35a8bd",AVX-512,12,0.000418,24.133,10575,2011-10-19-Sample.E01
f0146232.png,"3b78e427bab01601e36c70fb63dbbe0051805c2644b57769582bf64a9ccff9a2",AVX-512,12,0.000274,103.405,29720,2011-10-19-Sample.E01
f0146168.png,"ad3aca955fdbfb3a2d42e824d79703e822c06843396a90b0f1f87dd693bd45bb",AVX-512,12,0.000292,99.974,30600,2011-10-19-Sample.E01
f0146136.png,"f960612d74af2b2d50d530c1434ae2c7b37cc87c29d092cbca9791aa2955045f",AVX-512,12,0.0005,24.962,13077,2011-10-19-Sample.E01
f0146088.png,"2bbb4efb631f61da8f1d58b027bd9c99e5bce1b17cbcd245bee9522e89942434",AVX-512,12,0.000736,28.424,21933,2011-10-19-Sample.E01
f0146040.png,"3f5b3b4d9d9ea3f32e6644abc928ceecfd7baea05b4b8d8c5f6c50c38a3e07b5",AVX-512,12,0.000267,82.617,23113,2011-10-19-Sample.E01
f0145992.png,"1caddcfb4f843274bbdf7af1c76caa2dedff607ab67ff9824718b630d4f4db3a",AVX-512,12,0.000687,33.081,23817,2011-10-19-Sample.E01
f0145976.png,"f89e251b607281ec655560f4b6f0d656ab2d08bdd460062d3c9796a40337b763",AVX-512,12,0.000256,29.206,7846,2011-10-19-Sample.E01
f0145944.png,"b635f2d5ce7f00109c72ab5d86b817c911e5c0dc7f93bdb16c9ee2bfc8df38cd",AVX-512,12,0.000226,59.638,14158,2011-10-19-Sample.E01
f0145936.png,"ebf280b180663b652e2f59c2fb3084daf7b1703db6d2631fc4c564c10c0cd605",AVX-512,12,0.000332,8.89,3094,2011-10-19-Sample.E01
f0145872.png,"8a1cd177d850cbffe2a0e2f1fd8469e642b6a4e24967ffdfb8d40618636c1f35",AVX-512,12,0.000238,120.193,29945,2011-10-19-Sample.E01
f0145864.png,"9757af476f5275d7a697916448658fab14f0866fbb77d57ab11382c4553bd8df",AVX-512,12,0.000353,8.839,3270,2011-10-19-Sample.E01
f0145824.png,"81a1dd389a47eaf086f2576c9af70c1385bf71fef18d2cf9bff2fefafa4e11fc",AVX-512,12,0.000448,35.73,16792,2011-10-19-Sample.E01
f0145816.png,"b08a642ce71eb307eb92ca10c14f562d14dc4ea5cfe216d82dbdecd5d01356c6",AVX-512,12,0.000205,16.006,3444,2011-10-19-Sample.E01
f0145808.png,"532110278fafa50bf8b6f7969003509dbf5c5d1cee3480145f3912a114322b56",AVX-512,12,0.000213,4.907,1097,2011-10-19-Sample.E01
f0145800.png,"64ac5417c677fc45dc19b3b5922371594681b57be34fc0aa80b5aa923e5c1eb9",AVX-512,12,0.000356,2.933,1096,2011-10-19-Sample.E01
f0145792.png,"1a8dc4478001098af4037c3da035b0a7d1f25b1225f1ebeced7b53acbe991182",AVX-512,12,0.000379,3.166,1259,2011-10-19-Sample.E01
f0145784.png,"03187f8b863a0439d251519a153e1666c39a6e0fbada9c6db796d3a4cce14fc6",AVX-512,12,0.000479,4.219,2120,2011-10-19-Sample.E01
f0145776.png,"02e9d71b4cdc3fb315f1e2baafc24d7706547442b7a0ca8c6a75fc31e2044b75",AVX-512,12,0.000639,1.387,929,2011-10-19-Sample.E01
f0145768.png,"af2c514f578f9d5e5418bfe8f69384b74e4fbc2563e8d51795a1d7b032dd31ca",AVX-512,12,0.000396,2.724,1130,2011-10-19-Sample.E01
f0145760.png,"0c40a077497c2dc9a9b465a209dc87abf1033c5d3ccdd6c9c944f5ca38748403",AVX-512,12,0.000254,9.825,2621,2011-10-19-Sample.E01
f0145752.png,"6351e5baa0ef7b50599a3831a716dda65138125a0ce5c713cb93c42cbec921f0",AVX-512,12,0.000228,7.068,1692,2011-10-19-Sample.E01
f0145736.png,"913cd83c305fa5d3aeab8ee8e51615e3a6435f251d9db47338460c37fe31874a",AVX-512,12,0.000395,14.019,5808,2011-10-19-Sample.E01
f0145728.png,"9f90c6b0b45d3070009e1915f462608d8ca3c626821c65537323b8f1a916e923",AVX-512,12,0.000323,10.419,3531,2011-10-19-Sample.E01
f0145720.png,"dcb45e000f9b74c5bf815159182a4ccabceef48dc5ff87121a65ff0090e2fe4a",AVX-512,12,0.000289,12.074,3659,2011-10-19-Sample.E01
f0145712.png,"17374cdeaac782dca39ec353efb950fc9d11d284bc54e9396c7d8ed14a3f2fb9",AVX-512,12,0.000223,7.645,1790,2011-10-19-Sample.E01
f0145704.png,"f243ff84259572fffd7774f6ab6efb19de106f6c4b79781470b060063aa4cb96",AVX-512,12,0.000233,7.884,1927,2011-10-19-Sample.E01
f0145696.png,"1fb1969fe0054b218564efff225c75afee1e860a5522cf29be4034c1aa869274",AVX-512,12,0.000212,7.612,1693,2011-10-19-Sample.E01
f0145688.png,"0b2ee9a17997d23789338b10c39281916fa33ac7343e369aba9f60dc0c4d3f0d",AVX-512,12,0.000229,4.131,991,2011-10-19-Sample.E01
f0145680.png,"9225f0cc2bc2c5c6b0356c3022f8547e20dc646c5834ca73c4aa0f98aa61069b",AVX-512,12,0.000241,4.972,1255,2011-10-19-Sample.E01
f0145672.png,"bd823d5b6ed6fc05f7fd777f9da6db281e43ef628339aa1927172ecf66d2b5d7",AVX-512,12,0.000369,1.53,592,2011-10-19-Sample.E01
f0145664.png,"234d6de3f1000c9c768140fe721bfec73b4ff087174074dbd4250a775fce611d",AVX-512,12,0.000257,13.738,3708,2011-10-19-Sample.E01
f0145656.png,"44baf3e1f5d089e21b5f3b5cbcaa9c92d1840b3b26668936d14d2dd02685c1e3",AVX-512,12,0.000239,4.062,1018,2011-10-19-Sample.E01
f0145640.png,"9e4081983afd893bd303ad6d179f6ba75443e3eab25d245d85301421f71d408c",AVX-512,12,0.000219,24.515,5627,2011-10-19-Sample.E01
f0145472.png,"fbea9449a45aab78ff0b7184ad332328960d77cf16e2a3a90353fc08c8482337",AVX-512,12,0.000251,70.022,18444,2011-10-19-Sample.E01
f0145424.png,"91115802b78c33824988681942ef8180f673eb40df332a4d570997cced0a95e1",AVX-512,12,0.000286,69.789,20944,2011-10-19-Sample.E01
f0145392.png,"dce18a4dbf12c026bcb02b5dfad3ca9ca9c9cbffee86275259dc749b1ae9db29",AVX-512,12,0.000251,57.863,15229,2011-10-19-Sample.E01
f0145376.png,"a62dfc1e488cf757d984894c7c297784905d0bde4369e686887cdcbaa3f45bc5",AVX-512,12,0.000251,21.561,5677,2011-10-19-Sample.E01
f0145360.png,"03b07a0f36295a930251489fd2a4ed7ba186521d1b6e405a8dc9b45ee2f65c2e",AVX-512,12,0.000231,26.406,6396,2011-10-19-Sample.E01
f0145336.png,"faa59d67d29cdfe4e42bfaa6e8200b8641788652e70361b6725a0571c2479379",AVX-512,12,0.000284,33.068,9858,2011-10-19-Sample.E01
f0145328.png,"765c502f1580980b8ecbb82c51fd635b9133c5addeaf2cd09a3d6a611e6a60f7",AVX-512,12,0.000279,2.134,625,2011-10-19-Sample.E01
f0145320.png,"96fbb3740ccd669cc4d7321bbe594175d07a2805219dbe9cee156fd40279dce9",AVX-512,12,0.000231,10.384,2512,2011-10-19-Sample.E01
f0145312.png,"33168e4dfca9e113a09551b22b2f5fb23a0194ce116a619559a1be8b0f4ae1c4",AVX-512,12,0.000236,16.498,4081,2011-10-19-Sample.E01
f0145304.png,"8f34a6c91d0305966d9dce5390ac9bfc68b459985f31d99363175cc1161b0f7f",AVX-512,12,0.000234,9.104,2232,2011-10-19-Sample.E01
f0145272.png,"bca360a8659b9f0080602b3da2cbf165b1a25e21741a4183645d96cc3c7cc8ab",AVX-512,12,0.000217,30.377,6912,2011-10-19-Sample.E01
f0145288.png,"c739b5e6c81b37e1cb1023c41c1898d15ea9579e62a6be5e90018354a649a927",AVX-512,12,0.000299,13.754,4308,2011-10-19-Sample.E01
f0145256.png,"032c89e8edb6318d1406650ab7415609166c10cc1279eb72057e5086968c94fe",AVX-512,12,0.000292,20.14,6175,2011-10-19-Sample.E01
f0145240.png,"f3b653ff2d9b8e00488cac3d008c6623a33629b96efa6020ecf1a5b9a9f6e408",AVX-512,12,0.00025,21.974,5765,2011-10-19-Sample.E01
f0145232.png,"c04871ff4e0d84260e93deb4656dfc6dc354b224584cb50d758a34772b4594ed",AVX-512,12,0.000294,6.261,1932,2011-10-19-Sample.E01
f0145216.png,"26679b81d08613baf1ff53a5ad8bbf96880017d6cd21ff3a39ecd81757a6d703",AVX-512,12,0.000266,23.756,6626,2011-10-19-Sample.E01
f0145200.png,"67f5d6bb6d216c98d204a00a31ed8f207b49ea7c30c67f607bbd6ca7fd59c0c6",AVX-512,12,0.000308,15.293,4947,2011-10-19-Sample.E01
f0145192.png,"7f375beef223945c97022ab9fd27c4c64c8b3948822f2c17c521ae012e08041a",AVX-512,12,0.000287,3.351,1008,2011-10-19-Sample.E01
f0145184.png,"f77cab312e8f449559db68b7c9d68f6ab9fba912dcb755441df43366ac4928d8",AVX-512,12,0.000223,4.332,1012,2011-10-19-Sample.E01
f0145176.png,"2861b2a7757e810ca123e3bf3ff3ec2cb6a3e20c1cee8b90142a787b8119ade1",AVX-512,12,0.000226,6.528,1545,2011-10-19-Sample.E01
f0145168.png,"f9a9f32504f80f991e5ecf0c3da19877bcd2f916b86eac3b35ec530cde54ddf4",AVX-512,12,0.00028,5.191,1524,2011-10-19-Sample.E01
f0145160.png,"82634c1f283120d1612a486c70cc5d8b8cffb5ab50ef27aa8a906c21839d7f67",AVX-512,12,0.000239,7.823,1959,2011-10-19-Sample.E01
f0145152.png,"e6dd22d87fd83dd3d3ccfae1707296471ca51876c3a4a87bfa4b23392c27045a",AVX-512,12,0.000223,5.055,1181,2011-10-19-Sample.E01
f0145144.png,"a5d27e4fa47053d98f68c19f5c174b5b1046ef5d84e47e67fe639bb9c334f332",AVX-512,12,0.00024,7.199,1811,2011-10-19-Sample.E01
f0145136.png,"c95170ca428108ca2c3e2a421ac8d44f2a7c30bc5f2efc827d026693370b1604",AVX-512,12,0.000231,5.337,1290,2011-10-19-Sample.E01
f0145128.png,"9dc76e863c18ee34392656c4b8653c36e42d9977c838eee67dd22f5eb7d965c2",AVX-512,12,0.000218,3.89,890,2011-10-19-Sample.E01
f0145056.png,"d38f21dcbe2a74cd465b1ae2d7ba51c18d91cda371127a677f986d760ac03216",AVX-512,12,0.000701,44.578,32772,2011-10-19-Sample.E01
f0145048.png,"42b776146581a0eda20981c77da5548b34423424a0bed0717f9429acb34333f7",AVX-512,12,0.000234,11.786,2887,2011-10-19-Sample.E01
f0145040.png,"d024c88950b64b663d8009d133469b24f6b285df66618adbfbf32d8573a58fc9",AVX-512,12,0.00021,3.132,691,2011-10-19-Sample.E01
f0145032.png,"63f1e779905fab2334e7e7ba2a7d3379c6f488b9731a2695b51db9dbee6a85b7",AVX-512,12,0.00022,4.458,1027,2011-10-19-Sample.E01
f0145024.png,"d7eab09414c6744375fd65d2fee80db624579f2aa6883a9694d2c66f40e277df",AVX-512,12,0.000245,4.516,1161,2011-10-19-Sample.E01
f0145016.png,"adb70328160ac676c334f600becb5dd4aa4c3e5c71f0ef91cb6c0590e19b5ecf",AVX-512,12,0.000208,5.019,1093,2011-10-19-Sample.E01
